,meter,source,statement,context,tags,TRUE,mostly-true,half-true,barely-true,FALSE,pants-fire
1206,mostly-false,Facebook posts,Says Ron Johnson and 36 other senators “voted for federal agencies to have access to your internet history without obtaining a warrant.”,a Facebook post,"['Elections', 'Coronavirus', 'Amy Klobuchar']",5,7,4,1,1,0
1207,FALSE,Facebook posts,Says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of COVID-19.,a Facebook post,"['Elections', 'Coronavirus', 'Amy Klobuchar']",5,7,4,1,1,0
1208,mostly-true,Greg Abbott,“Almost 75 percent of the deaths from COVID-19 in the state of Texas are a result of people contracting COVID-19 who are age 65 and older.”,a press conference,"['Elections', 'Coronavirus', 'Amy Klobuchar']",5,7,4,1,1,0
1209,FALSE,Kimberly Lightford,The novel coronavirus was “man-made.”,a TV interview,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1210,mostly-false,Dan Bishop,“Half the workforce in the country may have just been idled” by coronavirus.,an interview,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1211,FALSE,Facebook posts,"“Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips, the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”",a Facebook post,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1212,mostly-true,Nick Freitas,"“VA Democrats authorized for early release over 4,000 inmates, 60% of which are incarcerated for violent offenses.”",a Facebook post.,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1213,half-true,Donald Trump,"“On the Southern border, as you know, the wall is going up, it's going up very rapidly. We're at 182 miles.”",a speech,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1214,half-true,Donald Trump,"Speaking about border apprehensions, said “We have some of the best numbers we've ever had. Southern border, the best numbers we've ever had.”",an interview with Fox Business,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1215,fire,Donald Trump,“Rogue” Michigan official sent absentee ballots to 7.7 million people “illegally and without authorization” ahead of the primaries and general election.,a tweet,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1216,mostly-false,Instagram posts,"“A lot of people can get an additional $2,400” from the CARES Act “and they can do it every month!”",an Instagram post,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1217,mostly-false,Wisconsin state Senate Democrats,"Says GOP state Sen. Patrick Testin is responsible for lost $25M in federal funding, because he refused “to do his job.”",news release,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1218,FALSE,Donald Trump,"“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”",remarks to reporters at the Capitol,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1219,FALSE,Facebook posts,"If you paid rent in March or April, “they got to give” you your money back.",a Facebook post,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1220,FALSE,Facebook posts,“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,a blog post,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1221,mostly-false,Mike Parson,"""All Missouri businesses can open Monday, May 4, under our new Order as long as new guidelines are followed.""",a tweet,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1222,FALSE,Nancy Pelosi,Says President Donald Trump is “morbidly obese.”,a CNN interview,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1223,fire,Facebook posts,Says “the feds closed the courtroom” when El Chapo started naming Democrats he paid off.,a Facebook post,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1224,fire,Facebook posts,"Says Gov. Tony Evers “is proposing a new plan, a 150 day shutdown of the state (5 MONTHS!) followed by a 120 day extension.”",Facebook post,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1225,fire,Facebook posts,"“Autopsies prove that COVID-19 is” a blood clot, not pneumonia, “and ought to be fought with antibiotics” and the whole world has been wrong in treating the “so-called” pandemic.",a Facebook post,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1226,mostly-true,Facebook posts,“Gov. Wolf is not allowing companies that distribute U.S. flags to ship out orders to be placed at veteran’s graves for Memorial Day.”,a Facebook post,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1227,FALSE,Facebook posts,Says wearing face masks is more harmful to your health than going without one.,a Facebook post,"['Illinois', 'Coronavirus', 'Kimberly Lightford']",0,0,0,0,1,0
1228,FALSE,Andy Biggs,"""States like New York, Illinois and California have been vocal in their demands for funding to bail out their pension systems, which were failing long before the COVID-19 outbreak, and other programs that aren’t related to this crisis.""",a letter,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1229,FALSE,Facebook posts,Dr. Fauci says every American should be microchipped.,a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1230,FALSE,Viral image,Says kitchen worker in viral video is potentially spreading coronavirus by blowing into food containers.,a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1231,FALSE,Facebook posts,"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1232,FALSE,Facebook posts,Anthony Fauci was on the Clinton Foundation board for 20 years and “currently serves on Gates Foundation.”,a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1233,fire,Facebook posts,“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1234,FALSE,Facebook posts,“Hydroxychloroquine cures this ‘virus.’ It just so happens this is the treatment used for radiation sickness!!”,a text post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1235,FALSE,Facebook posts,"Hospitals get paid $750 for patients who die from the flu, $17,500 for COVID-19.",a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1236,mostly-true,Facebook posts,"“Pelosi’s new coronavirus bill allows illegals to receive billions in relief funds in past, current, and future payments.”",a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1237,mostly-false,Facebook posts,"“Cannabis may stop coronavirus from infecting people, study finds.”",a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1238,half-true,Facebook posts,"""Bill Gates worked to end livestock production, and is pushing lab grown meat.""",a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1239,FALSE,Facebook posts,"Says only certain face masks are effective and others, such as cloth masks, are not.",a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1240,FALSE,Viral image,"Nancy Pelosi said, “if you accept a check from Trump, you might as well vote for him.”",a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1241,mostly-true,Facebook posts,"“Beachgoers trash Florida beaches with 13,000 pounds of litter after beaches reopen.”",a headline in a Facebook post,"['Arizona', 'State Budget', 'New York', 'Coronavirus', 'Andy Biggs']",0,0,0,0,1,0
1242,mostly-true,Chip Roy,Says Wisconsin has not had a spike in coronavirus cases that was “statistically significant related to the fact that they had voting.”,an interview,"['Texas', 'Wisconsin', 'Coronavirus', 'Chip Roy']",0,2,0,0,0,0
1243,half-true,Donald Trump,“You have areas of Pennsylvania that are barely affected and [the governor wants] to keep them closed.”,a speech,"['Texas', 'Wisconsin', 'Coronavirus', 'Chip Roy']",0,2,0,0,0,0
1244,FALSE,Janel Brandtjen,Says Gov Tony Evers’ administration deemed dentists non-essential,a tweet,"['Texas', 'Wisconsin', 'Coronavirus', 'Chip Roy']",0,2,0,0,0,0
1245,FALSE,Facebook posts,"$100B contact tracing bill “is about controlling/tracking population, not about coronavirus.”",a Facebook post,"['Texas', 'Wisconsin', 'Coronavirus', 'Chip Roy']",0,2,0,0,0,0
1246,mostly-true,Facebook posts,“(Retail) milk has gone up 7.5% since this time last year. The price farmers are paid has dropped 23%.”,a Facebook post,"['Texas', 'Wisconsin', 'Coronavirus', 'Chip Roy']",0,2,0,0,0,0
1247,half-true,Jay Ashcroft,"“When you look at Wisconsin, in their largest city they normally have roughly 500 polling places. They just had their election a week ago, and they had five. That is ludicrous.”",a radio interview,"['Elections', 'Missouri', 'Wisconsin', 'Jay Ashcroft']",0,0,1,0,0,0
1248,fire,Bloggers,“Clinton Foundation investigator Kenneth McCormick found dead.”,a blog post,"['Elections', 'Missouri', 'Wisconsin', 'Jay Ashcroft']",0,0,1,0,0,0
1249,mostly-false,Viral image,A girl was “decapitated” in front of her parents by a Somali migrant. Media “covered up” the murder.,a Facebook post,"['Elections', 'Missouri', 'Wisconsin', 'Jay Ashcroft']",0,0,1,0,0,0
1250,half-true,Facebook posts,"“It’s not that there’s a virus shield between Canada (4,500 deaths) and the U.S. (80,000 deaths). What exists is a difference in leadership.”",a Facebook post,"['Elections', 'Missouri', 'Wisconsin', 'Jay Ashcroft']",0,0,1,0,0,0
1251,FALSE,Stacey Abrams,"“Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.”",an interview with Mother Jones,"['Elections', 'Missouri', 'Wisconsin', 'Jay Ashcroft']",0,0,1,0,0,0
1252,fire,Mitch McConnell,"“Clearly, the Obama administration did not leave any kind of game plan for something like this.”",a Team Trump Facebook Live,"['Elections', 'Missouri', 'Wisconsin', 'Jay Ashcroft']",0,0,1,0,0,0
1253,fire,Bloggers,“Democrats introduce bill to ‘euthanize seniors’ to save Social Security.”,a blog post,"['Elections', 'Missouri', 'Wisconsin', 'Jay Ashcroft']",0,0,1,0,0,0
1254,FALSE,Darin LaHood,"""93% of the (COVID-19) cases in the state of Illinois have come from Chicago.""",a TV interview,"['Elections', 'Missouri', 'Wisconsin', 'Jay Ashcroft']",0,0,1,0,0,0
1255,mostly-false,Republican National Committee,"Says Joe Biden said voting by mail is a way to “fundamentally change this country,” contradicting past statements by Barack Obama and Debbie Wasserman Schultz.",a video,"['Corrections and Updates', 'Elections', 'Florida', 'Republican National Committee']",4,5,12,7,6,2
1256,fire,Facebook posts,An economics professor taught her students about socialism by “socialising grades” and failing all of them,a Facebook post,"['Corrections and Updates', 'Elections', 'Florida', 'Republican National Committee']",4,5,12,7,6,2
1257,FALSE,Facebook posts,Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.,an image,"['Corrections and Updates', 'Elections', 'Florida', 'Republican National Committee']",4,5,12,7,6,2
1258,FALSE,Rand Paul,"$3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.""",an interview,"['Corrections and Updates', 'Elections', 'Florida', 'Republican National Committee']",4,5,12,7,6,2
1259,FALSE,Bloggers,“It’s not the coronavirus that’s killing people. It is the economy.”,a post on TikTok,"['Corrections and Updates', 'Elections', 'Florida', 'Republican National Committee']",4,5,12,7,6,2
1260,FALSE,Mike Turzai,"“Guess what, [children are] not at risk unless they have an underlying medical issue.”",a video,"['National', 'Coronavirus', 'Pennsylvania', 'Mike Turzai']",0,0,1,0,0,0
1261,FALSE,Donald Trump,"“Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that's perhaps the most important number there is.”",comments in the Rose Garden,"['National', 'Coronavirus', 'Pennsylvania', 'Mike Turzai']",0,0,1,0,0,0
1262,FALSE,Chris Murphy,"Says President Donald Trump implemented “a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions.”",an MSNBC interview,"['National', 'Coronavirus', 'Pennsylvania', 'Mike Turzai']",0,0,1,0,0,0
1263,mostly-true,Coalition for the Homeless,"New York City could pay to house its homeless population in hotel rooms currently sitting vacant, but Mayor Bill de Blasio “has absolutely to this point refused to do that.”",a newspaper interview,"['Homeless', 'Public Health', 'New York', 'Coronavirus', 'Coalition for the Homeless']",0,1,0,0,0,0
1264,TRUE,Facebook posts,Says gloves shouldn’t be worn in public because “if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.”,a Facebook post,"['Homeless', 'Public Health', 'New York', 'Coronavirus', 'Coalition for the Homeless']",0,1,0,0,0,0
1265,FALSE,Louis Riggs,“Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”,an opinion piece in the Missouri Times,"['Public Health', 'Missouri', 'Coronavirus', 'Louis Riggs']",0,0,0,0,1,0
1266,fire,Facebook posts,"Under an 1866 Supreme Court ruling, stay-at-home orders are illegal and can be disregarded with impunity",Facebook post,"['Public Health', 'Missouri', 'Coronavirus', 'Louis Riggs']",0,0,0,0,1,0
1267,fire,Jeff Shipley,"Young people ""have a greater chance of being killed by the HPV vaccine than COVID-19.”",a Tweet,"['Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Jeff Shipley']",0,0,0,0,0,1
1268,mostly-false,Cal Cunningham,"""Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today, Thom Tillis agreed.""",a tweet,"['Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Jeff Shipley']",0,0,0,0,0,1
1269,half-true,Facebook posts,"Joe Biden said, “The things I did while in elected office should not be made public while I am seeking a higher public office.”",a Facebook post,"['Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Jeff Shipley']",0,0,0,0,0,1
1270,mostly-false,Facebook posts,“The CDC has recommended mail in voting. That’s what this whole pandemic is about: the election!”,a Facebook post,"['Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Jeff Shipley']",0,0,0,0,0,1
1271,FALSE,Jerome R. Corsi,"Says Dr. Anthony Fauci's name appears on ""4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”",an article,"['Facebook Fact-checks', 'Coronavirus', 'Jerome R.  Corsi']",0,0,0,0,3,1
